,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm
EIF4B,ENSG00000063046,Gene Expression,GRCh38,False,2489,5.921353,1.9346112,2.1234762092017356,15058.0,9.619731,2486,False,1.8215719590060029,0.2536915788285213,-0.96801335
TNS2,ENSG00000111077,Gene Expression,GRCh38,False,1610,1.1128588,0.7480419,36.68895005898545,2830.0,7.9483852,1607,False,0.6982234270582314,0.16324940656369244,-0.10322319
SPRYD3,ENSG00000167778,Gene Expression,GRCh38,False,1093,0.59064096,0.46413705,57.019268580416835,1502.0,7.3152184,1093,False,0.4241314576578398,0.06692881147825312,-0.28766248
IGFBP6,ENSG00000167779,Gene Expression,GRCh38,False,2125,2.787259,1.3316425,16.43727880456154,7088.0,8.8663,2122,True,1.301474062267691,0.9017480441505276,1.5613664
CSAD,ENSG00000139631,Gene Expression,GRCh38,False,832,0.43570587,0.36165664,67.28273692489186,1108.0,7.011214,829,False,0.304699888551294,0.09423899623984065,-0.08256164
ZNF740,ENSG00000139651,Gene Expression,GRCh38,False,952,0.5218246,0.41991,62.56390090444357,1327.0,7.191429,950,False,0.3620739449432822,0.057444243621465274,-0.32941535
ITGB7,ENSG00000139626,Gene Expression,GRCh38,False,73,0.030672435,0.03021144,97.1293747542273,78.0,4.3694477,73,False,0.022379843416169137,-0.054239551927619555,-0.7933214
RARG,ENSG00000172819,Gene Expression,GRCh38,False,506,0.23790798,0.21342283,80.10224144710972,605.0,6.40688,506,True,0.18309897042509318,0.151249919440856,0.49199176
MFSD5,ENSG00000182544,Gene Expression,GRCh38,False,252,0.110892646,0.10516388,90.0904443570586,282.0,5.645447,250,False,0.08601587318450922,0.0823139759630132,0.06080532
ESPL1,ENSG00000135476,Gene Expression,GRCh38,False,10,0.0039323634,0.003924652,99.60676366496264,10.0,2.3978953,10,False,0.0036003899950825006,0.09401358742271,0.13398506
PFDN5,ENSG00000123349,Gene Expression,GRCh38,False,2218,2.6712544,1.3005334,12.78018088871412,6793.0,8.823795,2214,False,1.190672898853555,0.10354452415561449,-0.7308099
C12orf10,ENSG00000139637,Gene Expression,GRCh38,False,643,0.32206056,0.27919155,74.71490365709792,819.0,6.7093043,642,False,0.245038322002079,0.10340951856911813,-0.021037184
AAAS,ENSG00000094914,Gene Expression,GRCh38,False,794,0.39559576,0.3333214,68.77703499803383,1006.0,6.914731,791,False,0.29331203919987714,0.09145659643094724,-0.101228595
SP1,ENSG00000185591,Gene Expression,GRCh38,False,627,0.30672434,0.2675235,75.34408179315768,780.0,6.660575,625,False,0.22093684082762416,0.046370778294289934,-0.40370652
PRR13,ENSG00000205352,Gene Expression,GRCh38,False,1215,0.74203694,0.5550551,52.221785292961066,1887.0,7.5432734,1213,False,0.4801563323820584,0.038808915336139276,-0.40112588
PCBP2,ENSG00000197111,Gene Expression,GRCh38,False,2055,2.0184822,1.1047541,19.189933149823048,5133.0,8.54364,2051,False,1.0125083306258256,0.1095005567947865,-0.69700485
MAP3K12,ENSG00000139625,Gene Expression,GRCh38,False,287,0.11954384,0.11292132,88.71411718442785,304.0,5.7203116,287,False,0.10329448620824946,0.03561245028889574,-0.23130739
TARBP2,ENSG00000139546,Gene Expression,GRCh38,False,228,0.098309085,0.0937718,91.03421156114825,250.0,5.525453,228,True,0.07947167754572886,0.15968404443780207,0.5447463
NPFF,ENSG00000139574,Gene Expression,GRCh38,False,179,0.07274872,0.070224255,92.9610696028313,185.0,5.2257466,178,False,0.0575005436126152,0.0032789864474306245,-0.4335495
ATF7,ENSG00000170653,Gene Expression,GRCh38,False,824,0.4274479,0.35588816,67.59732599292174,1087.0,6.9920964,823,False,0.30787338726490493,0.08063227275929154,-0.1738483
ATP5MC2,ENSG00000135390,Gene Expression,GRCh38,False,1754,1.474243,0.9059345,31.026346834447505,3749.0,8.229511,1752,False,0.8046584419889335,0.11491509679905207,-0.4287443
CALCOCO1,ENSG00000012822,Gene Expression,GRCh38,False,1396,0.89461267,0.6390144,45.1042076287849,2275.0,7.730175,1394,False,0.5728709671640145,0.07779299448681609,-0.24382564
HOXC10,ENSG00000180818,Gene Expression,GRCh38,False,16,0.0062917816,0.006272071,99.37082186394022,16.0,2.8332133,16,True,0.006623041923088753,0.24813324357616204,1.0979859
HOXC6,ENSG00000197757,Gene Expression,GRCh38,False,17,0.0066850176,0.006662772,99.3314982304365,17.0,2.8903718,17,False,0.005749962162163031,0.07375878979618362,0.007293611
HOXC9,ENSG00000180806,Gene Expression,GRCh38,False,14,0.005898545,0.005881217,99.4494691309477,15.0,2.7725887,14,True,0.006308949386996128,0.3929905611058748,2.004052
SMUG1,ENSG00000123415,Gene Expression,GRCh38,False,311,0.1340936,0.12583373,87.77034998033818,341.0,5.8348107,309,False,0.10758667040165235,0.05420462014264982,-0.115015484
CBX5,ENSG00000094916,Gene Expression,GRCh38,False,1280,0.7577664,0.56404394,49.66574911521825,1927.0,7.5642385,1279,False,0.5102034507750012,0.06147118896484382,-0.3096839
COPZ1,ENSG00000111481,Gene Expression,GRCh38,False,1610,1.2752655,0.8220967,36.68895005898545,3243.0,8.084562,1608,False,0.7044608879089675,0.06978870327845281,-0.50062644
ZNF385A,ENSG00000161642,Gene Expression,GRCh38,False,296,0.13173418,0.123751126,88.36020448289422,335.0,5.817111,294,False,0.09361834809852446,-0.0382322940555712,-0.6931978
ITGA5,ENSG00000161638,Gene Expression,GRCh38,False,1529,1.109713,0.7465519,39.874164372788044,2822.0,7.945555,1527,True,0.7440766687950626,0.499556183742096,1.3267833
NCKAP1L,ENSG00000123338,Gene Expression,GRCh38,False,253,0.1093197,0.10374694,90.05112072355486,278.0,5.6312118,253,False,0.09275697816314801,0.1095965007383046,0.2314544
PDE1B,ENSG00000123360,Gene Expression,GRCh38,False,84,0.034998033,0.034399528,96.6968147856862,89.0,4.4998097,83,True,0.032149895841309714,0.2010506210441948,0.80348945
PPP1R1A,ENSG00000135447,Gene Expression,GRCh38,False,218,0.091624066,0.087666556,91.42744789618561,233.0,5.4553213,218,True,0.08850311648654491,0.17728476473187113,0.6548368
MUCL1,ENSG00000172551,Gene Expression,GRCh38,False,13,0.0051120725,0.0050990502,99.48879276445143,13.0,2.6390574,13,False,0.003400534598342261,-0.2015514651610289,-1.7147405
TESPA1,ENSG00000135426,Gene Expression,GRCh38,False,56,0.023200944,0.022935893,97.79787652379079,59.0,4.0943446,56,True,0.023359771362124575,0.25816283768448595,1.1607199
ITGA7,ENSG00000135424,Gene Expression,GRCh38,False,1184,0.7046795,0.5333771,53.44081793157688,1792.0,7.4916453,1183,True,0.5258653961679668,0.3094543558600806,0.6909248
BLOC1S1,ENSG00000135441,Gene Expression,GRCh38,False,839,0.4262682,0.35506138,67.00747149036572,1084.0,6.989335,838,False,0.3170269873194934,0.10327281882644644,-0.021954292
RDH5,ENSG00000135437,Gene Expression,GRCh38,False,149,0.06095163,0.05916627,94.14077860794337,155.0,5.049856,148,True,0.05832873551288672,0.1569204547943452,0.52746034
CD63,ENSG00000135404,Gene Expression,GRCh38,False,2443,4.6696815,1.7351329,3.93236335037358,11875.0,9.382275,2439,False,1.626876994912987,0.13092266638526812,-1.2327051
GDF11,ENSG00000135414,Gene Expression,GRCh38,False,186,0.07628785,0.07351795,92.68580416830515,194.0,5.273,185,True,0.07566189488755808,0.2704878657730626,1.2378114
ORMDL2,ENSG00000123353,Gene Expression,GRCh38,False,345,0.15808101,0.14676434,86.43334644121117,402.0,5.9989367,343,False,0.1124499331625649,0.06143769776745836,-0.06977341
DNAJC14,ENSG00000135392,Gene Expression,GRCh38,False,307,0.13173418,0.123751126,87.92764451435313,335.0,5.817111,306,False,0.10661634839810004,0.07089371299940858,-0.010627117
MMP19,ENSG00000123342,Gene Expression,GRCh38,False,144,0.06291781,0.06101778,94.33739677546205,160.0,5.081404,144,True,0.05841175731433574,0.31318159886334257,1.5048559
PYM1,ENSG00000170473,Gene Expression,GRCh38,False,398,0.17892253,0.16460091,84.34919386551317,455.0,6.122493,396,False,0.13056778608107364,-0.001296708008432225,-0.46216995
DGKA,ENSG00000065357,Gene Expression,GRCh38,False,492,0.2402674,0.215327,80.65277231616201,611.0,6.4167323,491,False,0.18020585768691016,0.13825293929615998,0.41069713
PMEL,ENSG00000185664,Gene Expression,GRCh38,False,11,0.0043256,0.0043162713,99.56744003145891,11.0,2.4849067,11,False,0.0035072050302774648,0.027723889551845383,-0.28064942
CDK2,ENSG00000123374,Gene Expression,GRCh38,False,281,0.11836414,0.111867025,88.95005898545026,301.0,5.710427,280,False,0.09955147182238372,0.07476221660060248,0.013569931
RAB5B,ENSG00000111540,Gene Expression,GRCh38,False,1669,1.2221786,0.7984881,34.36885568226504,3108.0,8.042056,1667,False,0.7221605306021672,0.06585551916841577,-0.51735073
SUOX,ENSG00000139531,Gene Expression,GRCh38,False,206,0.08965789,0.085863784,91.89933149823044,228.0,5.433722,205,False,0.06914268924037988,0.02170472298174615,-0.31829864
IKZF4,ENSG00000123411,Gene Expression,GRCh38,False,132,0.05387338,0.05247231,94.80928037750688,137.0,4.9272537,131,False,0.04703194068900756,0.12855337374127562,0.35002747
ERBB3,ENSG00000065361,Gene Expression,GRCh38,False,642,0.36846244,0.3136878,74.75422729060165,937.0,6.84375,640,False,0.2339679834179399,0.08673709161944546,-0.13289146
PA2G4,ENSG00000170515,Gene Expression,GRCh38,False,1486,1.0121903,0.6992239,41.56508061344868,2574.0,7.853605,1484,False,0.6339306657340679,0.09744290668727708,-0.3830383
ESYT1,ENSG00000139641,Gene Expression,GRCh38,False,1059,0.58316946,0.45942882,58.35627211954384,1483.0,7.3024964,1057,False,0.4158615287179231,0.12168184094882716,-0.06673474
ZC3H10,ENSG00000135482,Gene Expression,GRCh38,False,281,0.119937085,0.11327251,88.95005898545026,305.0,5.723585,280,False,0.10209537399114552,0.09665433491983895,0.15050262
MYL6B,ENSG00000196465,Gene Expression,GRCh38,False,742,0.39677545,0.33416635,70.82186394022807,1009.0,6.9177055,740,True,0.3116906313698779,0.6146086927800759,3.4085662
SMARCC2,ENSG00000139613,Gene Expression,GRCh38,False,1079,0.58906806,0.46314773,57.56979944946914,1498.0,7.3125534,1077,False,0.41606721472531427,0.10977516482537518,-0.11477802
RNF41,ENSG00000181852,Gene Expression,GRCh38,False,644,0.3255997,0.28186497,74.67558002359418,828.0,6.72022,642,False,0.23547967757400454,0.06999113087500558,-0.24523906
NABP2,ENSG00000139579,Gene Expression,GRCh38,False,598,0.27841133,0.24561816,76.48446716476602,708.0,6.5638556,598,False,0.2254810266601733,0.12064776108151005,0.09461311
ANKRD52,ENSG00000139645,Gene Expression,GRCh38,False,636,0.29610696,0.25936514,74.99016909162405,753.0,6.6253924,634,False,0.23006636464144967,0.07916246132738942,-0.18370917
COQ10A,ENSG00000135469,Gene Expression,GRCh38,False,216,0.088084936,0.08441921,91.50609516319308,224.0,5.4161005,216,False,0.0714467605492057,-0.05194042862025198,-0.7789406
CS,ENSG00000062485,Gene Expression,GRCh38,False,199,0.081399925,0.07825643,92.17459693275659,207.0,5.3375382,199,False,0.06895970099273843,0.1051958459181694,0.2039288
CNPY2,ENSG00000257727,Gene Expression,GRCh38,False,925,0.50688165,0.41004238,63.625639009044434,1289.0,7.1623974,922,False,0.3418951156739851,0.017331747066386474,-0.59852755
PAN2,ENSG00000135473,Gene Expression,GRCh38,False,568,0.2736925,0.24192016,77.66417616987809,696.0,6.5467854,566,False,0.20588253749242216,0.13468377112875124,0.18877983
STAT2,ENSG00000170581,Gene Expression,GRCh38,False,932,0.51474637,0.415248,63.350373574518294,1309.0,7.1777825,930,False,0.3530329671752231,0.03644416432808319,-0.47030357
TIMELESS,ENSG00000111602,Gene Expression,GRCh38,False,130,0.05230043,0.050978653,94.88792764451436,133.0,4.89784,129,False,0.04298935404153956,-0.007774428628357306,-0.50268734
SPRYD4,ENSG00000176422,Gene Expression,GRCh38,False,310,0.13802595,0.12929514,87.80967361384192,351.0,5.8636312,310,False,0.10372207261330907,0.013495788144110586,-0.36964458
GLS2,ENSG00000135423,Gene Expression,GRCh38,False,59,0.023987416,0.023704238,97.6799056232796,61.0,4.1271343,59,False,0.01698386374504811,-0.07249360405388995,-0.9074984
RBMS2,ENSG00000076067,Gene Expression,GRCh38,False,885,0.47306332,0.38734412,65.19858434919387,1203.0,7.093405,884,False,0.3407742845572752,0.06995769685710987,-0.24546337
BAZ2A,ENSG00000076108,Gene Expression,GRCh38,False,786,0.4003146,0.33669692,69.0916240660637,1018.0,6.926577,785,False,0.289225405554381,0.05388952153289732,-0.35326377
ATP5F1B,ENSG00000110955,Gene Expression,GRCh38,False,2291,2.9162407,1.3651322,9.909555642941402,7416.0,8.91153,2288,False,1.267883659592236,0.084776902305075,-0.7847043
PTGES3,ENSG00000110958,Gene Expression,GRCh38,False,2098,2.071569,1.1221884,17.4990169091624,5268.0,8.569596,2095,False,1.0402737121125594,0.09533668621745915,-0.7674938
PRIM1,ENSG00000198056,Gene Expression,GRCh38,False,40,0.01612269,0.0159941,98.42705465985057,41.0,3.7376697,39,False,0.012148550684770802,0.13790584341755852,0.4085261
HSD17B6,ENSG00000025423,Gene Expression,GRCh38,False,624,0.29060164,0.2551085,75.46205269366891,739.0,6.6066504,624,False,0.24909856857388732,0.15239012772422247,0.30757067
SDR9C7,ENSG00000170426,Gene Expression,GRCh38,False,16,0.0062917816,0.006272071,99.37082186394022,16.0,2.8332133,16,False,0.004728715658449713,-0.17058906060073648,-1.5210743
RDH16,ENSG00000139547,Gene Expression,GRCh38,False,36,0.014156508,0.01405724,98.58434919386552,36.0,3.6109178,36,False,0.009507466995095476,-0.10017448708382239,-1.0806391
ZBTB39,ENSG00000166860,Gene Expression,GRCh38,False,138,0.05583956,0.054336242,94.57333857648447,142.0,4.962845,138,False,0.04700810832774903,0.00684372472604286,-0.41125247
NEMP1,ENSG00000166881,Gene Expression,GRCh38,False,193,0.080220215,0.077164926,92.410538733779,204.0,5.32301,193,False,0.06642815471031999,0.03226808958889309,-0.25222597
NAB2,ENSG00000166886,Gene Expression,GRCh38,False,581,0.27644515,0.244079,77.15296893432954,703.0,6.5567784,581,False,0.20697337692489734,0.012867110534356975,-0.62848055
STAT6,ENSG00000166888,Gene Expression,GRCh38,False,1656,1.2717263,0.82054,34.8800629178136,3234.0,8.081784,1654,False,0.7201202528254839,0.055124410839341394,-0.56298035
LRP1,ENSG00000123384,Gene Expression,GRCh38,False,1774,1.3653165,0.86091185,30.239874164372793,3472.0,8.152774,1772,False,0.7985090854862621,0.135333886957752,-0.34885615
NXPH4,ENSG00000182379,Gene Expression,GRCh38,False,99,0.0475816,0.04648427,96.10696028313016,121.0,4.804021,98,False,0.030464563041831743,0.08205637485276561,0.05919406
SHMT2,ENSG00000182199,Gene Expression,GRCh38,False,377,0.1667322,0.15420686,85.17499016909163,424.0,6.052089,377,False,0.12833229095420526,0.03559032212098618,-0.23144579
NDUFA4L2,ENSG00000185633,Gene Expression,GRCh38,False,24,0.009830908,0.009782899,99.05623279591033,25.0,3.2580965,24,False,0.007276449657720296,-0.06773693673857362,-0.877746
STAC3,ENSG00000185482,Gene Expression,GRCh38,False,145,0.07943374,0.07643659,94.29807314195831,202.0,5.313206,144,True,0.08710407784628899,0.9232814779723444,5.320961
R3HDM2,ENSG00000179912,Gene Expression,GRCh38,False,923,0.4954778,0.40244576,63.70428627605192,1260.0,7.1396604,921,False,0.3471798041870423,0.040696540779927036,-0.44177464
GLI1,ENSG00000111087,Gene Expression,GRCh38,False,46,0.018875344,0.018699415,98.19111285882815,48.0,3.8918202,46,False,0.015303212248617568,0.07736748846141922,0.02986561
ARHGAP9,ENSG00000123329,Gene Expression,GRCh38,False,223,0.09398349,0.08982561,91.23082972866693,239.0,5.480639,223,False,0.07818661040081777,0.02602406786653859,-0.2912816
MARS,ENSG00000166986,Gene Expression,GRCh38,False,48,0.019661816,0.01947102,98.11246559182068,50.0,3.9318256,48,False,0.01684017810191448,0.10316532857757786,0.19122815
DDIT3,ENSG00000175197,Gene Expression,GRCh38,False,492,0.23004326,0.20704934,80.65277231616201,585.0,6.3733196,492,False,0.18410679802000493,0.12725974941021445,0.341936
MBD6,ENSG00000166987,Gene Expression,GRCh38,False,976,0.5521038,0.43961132,61.620133700353904,1404.0,7.2477927,974,False,0.3672435316285077,0.043953328838721474,-0.41992503
DCTN2,ENSG00000175203,Gene Expression,GRCh38,False,1338,0.79748327,0.5863875,47.38497837200158,2028.0,7.6152983,1336,False,0.5276931997139436,0.04207353505933341,-0.38795316
KIF5A,ENSG00000155980,Gene Expression,GRCh38,False,21,0.008257963,0.008224052,99.17420369642154,21.0,3.0910425,21,False,0.007133433127642138,-0.02809724589688593,-0.62980425
PIP4K2C,ENSG00000166908,Gene Expression,GRCh38,False,474,0.22335824,0.20159973,81.36059771922926,568.0,6.3438807,472,False,0.1711956960455987,0.1470323267044648,0.46561122
DTX3,ENSG00000178498,Gene Expression,GRCh38,False,1039,0.5454188,0.43529493,59.14274478961856,1387.0,7.235619,1037,False,0.3920783972197928,0.031459616092763716,-0.5037446
ARHGEF25,ENSG00000240771,Gene Expression,GRCh38,False,1299,0.74950844,0.5593349,48.918600078647266,1906.0,7.5532866,1298,False,0.5574986117168859,0.25217974020598544,0.4598225
SLC26A10,ENSG00000135502,Gene Expression,GRCh38,False,273,0.11915061,0.11257001,89.26464805348014,303.0,5.7170277,273,True,0.10808949034805101,0.1765725128759186,0.6503817
B4GALNT1,ENSG00000135454,Gene Expression,GRCh38,False,169,0.07078254,0.06838973,93.35430593786866,180.0,5.198497,169,False,0.0672677884577122,0.13561575905555295,0.39420187
OS9,ENSG00000135506,Gene Expression,GRCh38,False,1772,1.5178922,0.92342216,30.318521431380262,3860.0,8.258681,1769,False,0.8095668048365289,0.09310271493404647,-0.5140848
AGAP2,ENSG00000135439,Gene Expression,GRCh38,False,102,0.04286276,0.041969586,95.98898938261895,109.0,4.7004805,102,False,0.03598321722860283,0.13911665682131655,0.4160996
TSPAN31,ENSG00000135452,Gene Expression,GRCh38,False,618,0.30593786,0.26692146,75.69799449469132,778.0,6.658011,616,False,0.21805165825032838,0.01992098750052286,-0.58115655
CDK4,ENSG00000135446,Gene Expression,GRCh38,False,1218,0.727094,0.54644024,52.10381439244986,1849.0,7.522941,1216,False,0.48133394653042616,0.07176444278699827,-0.26815078
MARCH9,ENSG00000139266,Gene Expression,GRCh38,False,285,0.12190326,0.115026586,88.79276445143532,310.0,5.739793,284,False,0.09237429383788431,-0.05666233426294255,-0.8084756
METTL1,ENSG00000037897,Gene Expression,GRCh38,False,107,0.043649234,0.04272345,95.79237121510027,111.0,4.7184987,106,False,0.035034840508843736,0.0751852908241164,0.016216211
EEF1AKMT3,ENSG00000123427,Gene Expression,GRCh38,False,252,0.10420763,0.099128,90.0904443570586,265.0,5.583496,252,False,0.08639586180151397,0.05235136211027788,-0.1266074
TSFM,ENSG00000123297,Gene Expression,GRCh38,False,319,0.13723949,0.12860382,87.4557609123083,349.0,5.857933,318,False,0.11038826883995109,0.08260071596759022,0.06259885
AVIL,ENSG00000135407,Gene Expression,GRCh38,False,84,0.034998033,0.034399528,96.6968147856862,89.0,4.4998097,84,False,0.027498538724435147,0.011312046182916072,-0.38330364
CTDSP2,ENSG00000175215,Gene Expression,GRCh38,False,1631,1.2383013,0.80571723,35.863153755407,3149.0,8.055158,1630,False,0.7186488258816452,0.12464855534079054,-0.26735747
ATP23,ENSG00000166896,Gene Expression,GRCh38,False,68,0.027526543,0.0271545,97.32599292174598,70.0,4.26268,68,False,0.023441100084652226,0.055101838874628634,-0.10940348
LRIG3,ENSG00000139263,Gene Expression,GRCh38,False,71,0.028706253,0.028301947,97.20802202123477,73.0,4.304065,71,False,0.023692880241560837,0.002819568890375075,-0.4364231
SLC16A7,ENSG00000118596,Gene Expression,GRCh38,False,35,0.014156508,0.01405724,98.62367282736925,36.0,3.6109178,35,False,0.013109084107496833,0.12111130998346979,0.3034782
USP15,ENSG00000135655,Gene Expression,GRCh38,False,917,0.50176954,0.4066441,63.94022807707432,1276.0,7.152269,915,False,0.35836155268292985,0.10993927216646376,0.022770526
MON2,ENSG00000061987,Gene Expression,GRCh38,False,832,0.44435707,0.36766428,67.28273692489186,1130.0,7.0308576,830,False,0.3136454551682982,0.08073574564741977,-0.17315412
PPM1H,ENSG00000111110,Gene Expression,GRCh38,False,302,0.14117184,0.13205567,88.1242626818718,359.0,5.886104,300,False,0.10049402006597283,0.022018438181622132,-0.31633636
AVPR1A,ENSG00000166148,Gene Expression,GRCh38,False,116,0.049154542,0.04798464,95.43845851356664,125.0,4.836282,115,True,0.04269000423904963,0.18128642001661938,0.6798667
RXYLT1,ENSG00000118600,Gene Expression,GRCh38,False,271,0.112858824,0.10693222,89.34329532048761,287.0,5.6629605,270,False,0.09061117519378978,0.0025455561670751376,-0.43813702
SRGAP1,ENSG00000196935,Gene Expression,GRCh38,False,423,0.18442784,0.16925983,83.36610302791978,469.0,6.152733,423,False,0.1522890512027096,0.10019414597329032,0.17264374
C12orf66,ENSG00000174206,Gene Expression,GRCh38,False,167,0.07078254,0.06838973,93.43295320487613,180.0,5.198497,167,False,0.05591645652101834,0.039420024238148825,-0.20749144
C12orf56,ENSG00000185306,Gene Expression,GRCh38,False,15,0.0062917816,0.006272071,99.41014549744396,16.0,2.8332133,15,False,0.004249379549166666,-0.0409133964727008,-0.7099678
XPOT,ENSG00000184575,Gene Expression,GRCh38,False,779,0.3853716,0.3259684,69.36688950058986,980.0,6.8885727,777,False,0.28091861141152996,0.02629432653208386,-0.5383982
TBK1,ENSG00000183735,Gene Expression,GRCh38,False,617,0.2898152,0.25449893,75.73731812819504,737.0,6.603944,615,False,0.2158263158551506,0.003160193096873923,-0.69360363
RASSF3,ENSG00000153179,Gene Expression,GRCh38,False,892,0.4632324,0.38064796,64.92331891466772,1178.0,7.072422,890,True,0.38173666828478703,0.30916830679764695,1.3593857
GNS,ENSG00000135677,Gene Expression,GRCh38,False,844,0.439245,0.36411867,66.81085332284702,1117.0,7.0192966,842,False,0.3081226930110966,0.029503887451583884,-0.51686543
TBC1D30,ENSG00000111490,Gene Expression,GRCh38,False,72,0.030279199,0.029829832,97.16869838773103,77.0,4.356709,72,False,0.023592681114474167,0.07848293471672596,0.036842596
WIF1,ENSG00000156076,Gene Expression,GRCh38,False,75,0.031458907,0.030974215,97.05072748721982,80.0,4.394449,74,False,0.023821947927407962,0.032023278947994394,-0.25375724
LEMD3,ENSG00000174106,Gene Expression,GRCh38,False,189,0.07746756,0.07461344,92.56783326779394,197.0,5.288267,188,False,0.06229824804060326,0.01705135406524307,-0.34740493
MSRB3,ENSG00000174099,Gene Expression,GRCh38,False,1523,0.97915846,0.6826717,40.11010617381046,2490.0,7.8204393,1521,False,0.6802981723030626,0.2526782520812405,0.27703625
LLPH,ENSG00000139233,Gene Expression,GRCh38,False,61,0.023987416,0.023704238,97.60125835627213,61.0,4.1271343,60,False,0.01950738745751603,-0.017093401140451,-0.56097645
TMBIM4,ENSG00000155957,Gene Expression,GRCh38,False,675,0.33071175,0.28571394,73.45654738497838,841.0,6.7357802,673,False,0.24100049601731016,-0.0041109263159073055,-0.74238515
IRAK3,ENSG00000090376,Gene Expression,GRCh38,False,616,0.29020843,0.25480378,75.77664176169878,738.0,6.605298,615,False,0.23350039854676113,0.10503864378227157,-0.010107484
HELB,ENSG00000127311,Gene Expression,GRCh38,False,213,0.08847818,0.08478055,91.62406606370429,225.0,5.420535,212,False,0.06611623512302332,-0.06767784341541853,-0.8773764
GRIP1,ENSG00000155974,Gene Expression,GRCh38,False,231,0.0963429,0.09198,90.91624066063704,245.0,5.5053315,231,False,0.08175201999050397,0.13393868692872418,0.383712
CAND1,ENSG00000111530,Gene Expression,GRCh38,False,1094,0.61856073,0.4815373,56.97994494691309,1573.0,7.3613753,1093,False,0.4289902306039101,0.07442424470014115,-0.2574185
DYRK2,ENSG00000127334,Gene Expression,GRCh38,False,317,0.13330711,0.12514001,87.53440817931578,339.0,5.8289456,315,False,0.1106805183516405,0.03711837124172596,-0.22188802
MDM1,ENSG00000111554,Gene Expression,GRCh38,False,323,0.1395989,0.13067636,87.29846637829336,355.0,5.874931,323,True,0.12252105096419429,0.1645479209478345,0.57516927
RAP1B,ENSG00000127314,Gene Expression,GRCh38,False,327,0.14510421,0.13549565,87.1411718442784,369.0,5.913503,326,False,0.1153119840960453,0.11764356607784901,0.28178787
NUP107,ENSG00000111581,Gene Expression,GRCh38,False,331,0.14471097,0.13515218,86.98387731026347,368.0,5.9107966,331,False,0.11287368812050139,0.10302471416249744,0.19034863
SLC35E3,ENSG00000175782,Gene Expression,GRCh38,False,205,0.08454581,0.0811613,91.93865513173417,215.0,5.3752785,204,False,0.06601355752285512,-0.03016467786564122,-0.6427358
MDM2,ENSG00000135679,Gene Expression,GRCh38,False,925,0.5194652,0.41835845,63.625639009044434,1321.0,7.186901,923,False,0.35491048042056667,0.08096493448562604,-0.1716165
CPM,ENSG00000135678,Gene Expression,GRCh38,False,717,0.3885175,0.32823664,71.80495477782148,988.0,6.896694,715,True,0.28897906483648916,0.2368936253528747,0.8744994
CPSF6,ENSG00000111605,Gene Expression,GRCh38,False,1274,0.79669684,0.5859499,49.90169091624066,2026.0,7.614312,1271,False,0.5127281576021754,0.07617161113526942,-0.2503679
LYZ,ENSG00000090382,Gene Expression,GRCh38,False,556,0.3515533,0.3012545,78.13605977192293,894.0,6.7968235,556,True,0.2483367602423534,0.73266716294171,4.200613
YEATS4,ENSG00000127337,Gene Expression,GRCh38,False,268,0.11718443,0.11081162,89.46126622099881,298.0,5.7004437,267,False,0.0905790482534971,0.015269795466961127,-0.35854837
FRS2,ENSG00000166225,Gene Expression,GRCh38,False,577,0.26779395,0.23727834,77.31026346834447,681.0,6.5250297,576,False,0.2066306290427688,0.05355237201243731,-0.35552567
CCT2,ENSG00000166226,Gene Expression,GRCh38,False,1039,0.5796304,0.45719087,59.14274478961856,1474.0,7.2964134,1036,False,0.39836486697572127,0.0599484036828199,-0.31582832
BEST3,ENSG00000127325,Gene Expression,GRCh38,False,27,0.011010617,0.0109504415,98.93826189539914,28.0,3.3672957,27,True,0.012641024489697788,0.37081948482239274,1.8653743
RAB3IP,ENSG00000127328,Gene Expression,GRCh38,False,455,0.22375147,0.20192112,82.10774675580024,569.0,6.3456364,453,False,0.15003520275833557,-0.03482559825089874,-0.6718893
CNOT2,ENSG00000111596,Gene Expression,GRCh38,False,796,0.39795518,0.3350106,68.69838773102634,1012.0,6.9206715,794,False,0.290326128772594,0.03317484128778669,-0.49223724
KCNMB4,ENSG00000135643,Gene Expression,GRCh38,False,181,0.079040505,0.07607222,92.88242233582383,201.0,5.3082676,179,True,0.0720119354026346,0.2428480723696383,1.0649277
PTPRB,ENSG00000127329,Gene Expression,GRCh38,False,552,0.3236335,0.2803806,78.29335430593787,823.0,6.7141705,551,True,0.23794456838827696,0.393687706183685,1.926421
TSPAN8,ENSG00000127324,Gene Expression,GRCh38,False,680,0.4254817,0.3545098,73.2599292174597,1082.0,6.98749,678,False,0.2629004458719952,0.14082036062579475,0.22994982
LGR5,ENSG00000139292,Gene Expression,GRCh38,False,40,0.016909162,0.016767792,98.42705465985057,43.0,3.7841897,40,False,0.014384800461701925,0.08329936431692714,0.06696881
ZFC3H1,ENSG00000133858,Gene Expression,GRCh38,False,873,0.45812032,0.37714815,65.67046795123869,1165.0,7.061334,871,False,0.3353711939533619,0.10678097079280155,0.0015816794
THAP2,ENSG00000173451,Gene Expression,GRCh38,False,99,0.03932363,0.038570147,96.10696028313016,100.0,4.6151204,98,False,0.0348303115442851,0.068971541171289,-0.022650082
